client_id,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,purchases,total_investment,avg_purchase_price,avg_area_sqft,avg_price_per_sqft,towers,segment,cluster,is_loan,is_investment
C0414,Individual,M,USA,California,Home,4,No,Website,64.1,4,1412148.94,353037.235,1144.74,301.1116897735544,4,Premium Home Buyers,1,0,0
C0415,Individual,F,USA,Nevada,Home,5,Yes,Agency,45.9,4,1305928.35,326482.0875,1093.05,296.5966811499519,4,Value-Oriented Buyers,0,1,0
C0416,Company,M,Germany,North Rhine-Westphalia,Investment,5,Yes,Client,45.0,3,1059532.51,353177.50333333336,1260.8366666666668,280.3649553639519,3,Value-Oriented Buyers,0,1,1
C0417,Individual,M,USA,Utah,Home,2,No,Website,79.4,3,1354773.96,451591.32,1471.9,303.54859739281426,3,Premium Home Buyers,1,0,0
C0418,Individual,M,USA,Arizona,Home,5,No,Agency,30.0,4,1629486.83,407371.7075,1276.8225,315.5994805272792,4,Premium Home Buyers,1,0,0
C0419,Individual,M,USA,Washington,Home,3,Yes,Agency,64.4,4,1174012.19,293503.0475,990.4475,295.6119602001012,4,Value-Oriented Buyers,0,1,0
C0420,Individual,F,USA,California,Home,5,No,Agency,32.4,3,1260096.16,420032.0533333334,1330.2166666666667,316.25469908155173,3,Premium Home Buyers,1,0,0
C0421,Individual,M,Germany,Hesse,Investment,5,Yes,Website,51.0,4,1495763.37,373940.8425,1203.905,304.1080371257723,4,Premium Home Buyers,1,1,1
C0422,Company,F,USA,California,Home,1,Yes,Client,52.7,4,1653171.62,413292.905,1428.5749999999998,290.5765092248332,4,Premium Home Buyers,1,1,0
C0423,Individual,F,USA,California,Home,1,No,Client,76.3,3,1068716.19,356238.73,1195.1966666666667,299.3969799867712,3,Value-Oriented Buyers,0,0,0
C0424,Individual,F,USA,Florida,Home,1,No,Website,28.3,3,1034036.3,344678.76666666666,1107.81,304.86287798475354,3,Value-Oriented Buyers,0,0,0
C0425,Individual,M,USA,Nevada,Home,2,No,Agency,60.8,3,1256932.48,418977.49333333335,1452.263333333333,277.1864844883531,3,Premium Home Buyers,1,0,0
C0426,Individual,F,USA,Oregon,Home,4,Yes,Client,73.1,3,890250.61,296750.2033333333,874.19,319.1133959347753,3,Value-Oriented Buyers,0,1,0
C0427,Individual,F,USA,California,Home,4,Yes,Website,32.2,4,1457016.31,364254.0775,1216.595,302.69307402108933,4,Premium Home Buyers,1,1,0
C0428,Individual,F,USA,Oregon,Home,3,No,Agency,64.1,4,984451.32,246112.83,838.2925,304.46346214538653,4,Value-Oriented Buyers,0,0,0
C0429,Individual,F,USA,California,Home,3,Yes,Website,31.3,4,1503904.16,375976.04,1374.585,271.6125972406938,4,Premium Home Buyers,1,1,0
C0430,Individual,M,USA,Nevada,Home,2,No,Agency,52.3,3,931141.96,310380.6533333333,1033.1033333333332,295.7021065249133,3,Value-Oriented Buyers,0,0,0
C0431,Individual,M,USA,California,Home,5,Yes,Website,57.3,4,1544751.33,386187.8325,1246.6175,313.20071224088105,4,Premium Home Buyers,1,1,0
C0432,Company,M,USA,California,Home,5,No,Agency,31.5,4,1277850.15,319462.5375,1025.15,314.6041407462146,4,Value-Oriented Buyers,0,0,0
C0433,Individual,F,USA,California,Investment,2,Yes,Website,57.4,4,1937061.37,484265.3425,1591.4725,304.29883450852856,4,Premium Home Buyers,1,1,1
C0434,Individual,F,Russia,Tatarstan,Home,5,No,Website,61.6,3,1364889.24,454963.08,1445.5566666666666,308.9373434408803,3,Premium Home Buyers,1,0,0
C0435,Individual,F,Australia,New South Wales,Home,5,Yes,Website,60.5,3,908970.34,302990.11333333334,1077.3233333333335,281.7493100861018,3,Value-Oriented Buyers,0,1,0
C0436,Individual,M,USA,Colorado,Home,2,Yes,Client,53.7,4,1327594.64,331898.66,1064.2625,311.8441932238405,4,Value-Oriented Buyers,0,1,0
C0437,Individual,F,USA,Texas,Home,1,No,Website,36.3,3,657032.8200000001,219010.94000000003,801.46,265.68470849402985,3,Value-Oriented Buyers,0,0,0
C0438,Individual,M,USA,Georgia,Investment,1,Yes,Client,43.9,4,1458641.1,364660.275,1261.78,292.4323939195912,4,Premium Home Buyers,1,1,1
C0439,Individual,M,USA,Virginia,Home,2,No,Agency,70.0,3,1273328.62,424442.87333333335,1422.97,309.77485010281384,3,Premium Home Buyers,1,0,0
C0440,Individual,M,USA,California,Investment,1,No,Agency,66.1,3,703498.83,234499.61,845.8633333333333,282.4074620459203,3,Value-Oriented Buyers,0,0,1
C0441,Individual,F,Russia,Krasnodar Krai,Investment,1,No,Agency,46.6,4,1525849.55,381462.3875,1239.265,300.9437926864456,4,Premium Home Buyers,1,0,1
C0442,Individual,F,USA,Colorado,Home,3,Yes,Website,51.3,4,1707466.97,426866.7425,1489.73,285.440299805932,4,Premium Home Buyers,1,1,0
C0443,Individual,M,Denmark,Capital Region,Home,1,Yes,Agency,76.1,3,1355839.1,451946.3666666667,1527.8633333333337,293.95351694731335,3,Premium Home Buyers,1,1,0
C0444,Individual,F,USA,California,Home,2,No,Website,85.4,4,1054514.54,263628.635,943.97,292.38370778728057,4,Value-Oriented Buyers,0,0,0
C0445,Individual,F,USA,California,Home,2,Yes,Website,30.7,4,1425691.63,356422.9075,1101.9875,323.00629612872393,4,Premium Home Buyers,1,1,0
C0446,Individual,M,USA,Colorado,Home,2,No,Website,71.6,3,1024655.04,341551.68,1258.6899999999998,274.3202198630034,3,Value-Oriented Buyers,0,0,0
C0447,Individual,F,USA,New York,Home,2,No,Website,70.1,3,1543592.15,514530.7166666666,1680.5266666666666,307.121240292514,3,Premium Home Buyers,1,0,0
C0448,Individual,M,USA,Nevada,Investment,2,No,Agency,45.8,3,942066.48,314022.16,1050.08,293.4816106541252,3,Value-Oriented Buyers,0,0,1
C0449,Individual,M,USA,Oregon,Investment,2,No,Agency,54.1,3,1418922.44,472974.14666666667,1504.28,313.16286683153135,3,Premium Home Buyers,1,0,1
C0450,Individual,M,Mexico,Nuevo Leon,Home,3,No,Website,34.5,4,1555297.37,388824.3425,1258.5825,316.0358646367394,4,Premium Home Buyers,1,0,0
C0451,Individual,M,Canada,Alberta,Investment,5,Yes,Client,40.9,4,1665967.41,416491.8525,1339.695,308.73425162687926,4,Premium Home Buyers,1,1,1
C0452,Individual,M,USA,Washington,Home,3,No,Website,58.8,4,1398358.69,349589.6725,1086.2275,316.493204669515,4,Premium Home Buyers,1,0,0
C0453,Individual,M,UK,Scotland,Investment,1,No,Website,33.3,4,1321010.76,330252.69,1103.3025,301.104230303951,4,Value-Oriented Buyers,0,0,1
C0454,Company,F,USA,Nevada,Investment,4,No,Agency,65.6,3,980683.73,326894.57666666666,1072.4833333333331,306.9392060404991,3,Value-Oriented Buyers,0,0,1
C0455,Individual,F,USA,California,Home,1,No,Agency,63.6,4,1125726.62,281431.655,838.2925,331.6996103244348,4,Value-Oriented Buyers,0,0,0
C0456,Individual,F,USA,Oregon,Home,3,Yes,Website,30.7,3,1349210.55,449736.85,1448.82,309.63612122143303,3,Premium Home Buyers,1,1,0
C0457,Individual,M,UK,Wales,Investment,1,No,Agency,46.1,3,1399940.21,466646.7366666666,1457.8333333333333,310.4024237825942,3,Premium Home Buyers,1,0,1
C0458,Individual,M,USA,Oregon,Investment,1,No,Agency,31.3,4,1382881.81,345720.4525,1123.3175,319.65410898630785,4,Premium Home Buyers,1,0,1
C0459,Individual,M,USA,California,Home,3,No,Agency,71.4,3,821716.14,273905.38,945.65,292.1623183822492,3,Value-Oriented Buyers,0,0,0
C0460,Individual,F,USA,Virginia,Home,1,No,Website,33.6,3,1061349.03,353783.01,1078.7866666666666,312.40293478692,3,Value-Oriented Buyers,0,0,0
C0461,Individual,M,USA,Arizona,Home,1,No,Agency,66.5,3,986630.39,328876.7966666667,1157.47,301.8269514846226,3,Value-Oriented Buyers,0,0,0
C0462,Individual,M,Australia,Victoria,Home,2,No,Agency,82.8,4,1606667.68,401666.92,1316.0375,303.4503826175592,4,Premium Home Buyers,1,0,0
C0463,Individual,M,USA,California,Home,5,No,Client,56.2,4,1235094.73,308773.6825,989.46,306.629900030289,4,Value-Oriented Buyers,0,0,0
C0464,Individual,M,USA,Florida,Home,5,No,Website,51.7,4,1455550.0,363887.5,1276.8225,284.2502461097144,4,Premium Home Buyers,1,0,0
C0465,Individual,M,USA,California,Home,3,No,Website,77.5,3,707799.9199999999,235933.30666666664,839.1433333333334,282.87186409222505,3,Value-Oriented Buyers,0,0,0
C0466,Individual,F,USA,Virginia,Investment,2,No,Website,38.2,4,1228651.21,307162.8025,1030.21,299.3764364442108,4,Value-Oriented Buyers,0,0,1
C0467,Individual,F,USA,Ohio,Home,1,Yes,Agency,74.3,3,976066.93,325355.64333333337,1155.6966666666667,283.64758590037087,3,Value-Oriented Buyers,0,1,0
C0468,Individual,M,Mexico,Jalisco,Investment,3,Yes,Website,73.7,3,1267396.7999999998,422465.5999999999,1386.32,303.951174411019,3,Premium Home Buyers,1,1,1
C0469,Individual,M,USA,California,Home,2,No,Website,29.4,4,1518476.47,379619.1175,1265.3825,302.7937775205082,4,Premium Home Buyers,1,0,0
C0470,Individual,F,USA,Oregon,Home,1,No,Agency,63.5,3,862552.54,287517.51333333337,883.7466666666666,317.65314341816924,3,Value-Oriented Buyers,0,0,0
C0471,Individual,M,USA,Utah,Investment,3,No,Agency,42.1,3,1084997.39,361665.7966666666,1209.64,305.4209950146938,3,Value-Oriented Buyers,0,0,1
C0472,Individual,M,USA,California,Home,4,No,Website,75.3,3,1277486.37,425828.79,1394.21,306.04375845996213,3,Premium Home Buyers,1,0,0
C0473,Individual,F,USA,California,Home,3,No,Agency,44.9,4,1304527.66,326131.91500000004,1042.725,311.0032863747571,4,Value-Oriented Buyers,0,0,0
C0474,Individual,M,USA,Nevada,Home,1,No,Website,31.0,4,962015.29,240503.8225,824.2025,293.43947677979094,4,Value-Oriented Buyers,0,0,0
C0475,Individual,M,Belgium,Wallonia,Investment,2,Yes,Agency,80.0,3,1234470.16,411490.0533333333,1371.6133333333337,298.7582574583638,3,Premium Home Buyers,1,1,1
C0476,Individual,M,USA,Florida,Home,3,No,Agency,29.3,4,1485303.01,371325.7525,1299.3675,286.9801751470443,4,Premium Home Buyers,1,0,0
C0477,Individual,M,USA,California,Investment,4,Yes,Website,42.6,3,1535114.88,511704.96,1452.263333333333,340.6211221673721,3,Premium Home Buyers,1,1,1
C0478,Individual,F,USA,Ohio,Investment,4,No,Website,86.5,3,774892.79,258297.59666666668,997.4133333333332,269.7359731946328,3,Value-Oriented Buyers,0,0,1
C0479,Individual,F,USA,California,Home,2,Yes,Agency,48.2,4,1172782.93,293195.7325,956.6725,306.60761210683484,4,Value-Oriented Buyers,0,1,0
C0480,Individual,M,USA,California,Home,4,Yes,Website,51.9,4,1033261.03,258315.2575,827.2,310.4080044304496,4,Value-Oriented Buyers,0,1,0
C0481,Individual,M,USA,Arizona,Home,3,No,Agency,49.7,4,1365460.24,341365.06,1040.89,319.7953565311169,4,Value-Oriented Buyers,0,0,0
C0482,Individual,F,USA,New York,Investment,3,Yes,Agency,46.0,3,1006132.77,335377.59,1155.4633333333334,288.3125102820796,3,Value-Oriented Buyers,0,1,1
C0483,Individual,M,USA,Arizona,Investment,1,No,Website,41.0,3,881113.79,293704.5966666667,934.8733333333332,312.8909163237087,3,Value-Oriented Buyers,0,0,1
C0484,Individual,F,USA,Texas,Investment,3,No,Website,37.3,4,1313240.67,328310.1675,1114.105,294.4071600592643,4,Value-Oriented Buyers,0,0,1
C0485,Individual,F,USA,Arizona,Home,2,No,Website,35.1,3,1000841.18,333613.7266666666,1144.8033333333333,282.8760171625835,3,Value-Oriented Buyers,0,0,0
C0486,Individual,M,USA,California,Investment,2,Yes,Website,26.9,3,1090587.66,363529.22,1175.45,306.2980452606605,3,Value-Oriented Buyers,0,1,1
C0487,Individual,F,USA,Washington,Home,5,No,Website,34.8,4,1576272.71,394068.1775,1295.0975,300.72336015493204,4,Premium Home Buyers,1,0,0
C0488,Individual,F,USA,California,Investment,4,No,Agency,46.8,4,1218265.36,304566.34,990.9875,300.25830784913865,4,Value-Oriented Buyers,0,0,1
C0489,Individual,M,Germany,Berlin,Investment,2,No,Website,76.0,3,1025274.77,341758.25666666665,1102.8633333333337,309.1097918928489,3,Value-Oriented Buyers,0,0,1
C0490,Individual,F,USA,Nevada,Investment,5,Yes,Website,72.5,3,1292367.93,430789.31,1240.6066666666666,348.3129554083068,3,Premium Home Buyers,1,1,1
C0491,Individual,M,USA,Washington,Home,2,No,Website,85.3,3,1106379.8,368793.26666666666,1168.3833333333334,316.2532060301885,3,Value-Oriented Buyers,0,0,0
C0492,Individual,M,USA,Utah,Home,3,Yes,Website,26.1,4,1300917.1,325229.275,1008.6625,313.8182642173241,4,Value-Oriented Buyers,0,1,0
C0493,Individual,M,USA,Colorado,Home,3,No,Website,72.2,4,1312198.98,328049.745,1141.225,292.41602997198896,4,Value-Oriented Buyers,0,0,0
C0494,Individual,F,USA,California,Home,3,Yes,Website,36.4,4,1052676.65,263169.1625,911.0425,286.36534222271075,4,Value-Oriented Buyers,0,1,0
C0495,Individual,M,USA,California,Investment,5,No,Client,72.5,4,1246742.44,311685.61,984.9525,316.57335953411865,4,Value-Oriented Buyers,0,0,1
C0496,Individual,M,USA,California,Home,4,No,Agency,36.4,4,1120376.44,280094.11,947.7475,296.43747164743013,4,Value-Oriented Buyers,0,0,0
C0497,Individual,F,USA,Arizona,Investment,4,Yes,Website,41.5,3,1330684.99,443561.6633333333,1438.2933333333333,307.850364923873,3,Premium Home Buyers,1,1,1
C0498,Individual,F,Canada,Alberta,Home,2,Yes,Website,77.7,3,1007455.29,335818.43,1258.4,271.5597603730395,3,Value-Oriented Buyers,0,1,0
C0499,Individual,F,USA,Colorado,Home,3,Yes,Agency,79.9,3,897769.81,299256.60333333333,863.7633333333333,343.7293882516419,3,Value-Oriented Buyers,0,1,0
C0500,Individual,M,USA,California,Home,4,Yes,Website,49.4,3,1294944.52,431648.1733333333,1438.2933333333333,301.6105027947336,3,Premium Home Buyers,1,1,0
C0501,Individual,M,USA,Nevada,Investment,5,Yes,Agency,30.7,4,1741166.27,435291.5675,1454.35,298.61165147213114,4,Premium Home Buyers,1,1,1
C0502,Individual,F,USA,Arizona,Home,4,No,Website,59.7,4,1537989.75,384497.4375,1324.385,290.45670616800567,4,Premium Home Buyers,1,0,0
C0503,Individual,M,USA,Utah,Investment,2,Yes,Client,82.9,4,1432167.34,358041.835,1135.53,309.6175696888815,4,Premium Home Buyers,1,1,1
C0504,Individual,M,USA,Utah,Home,2,No,Website,34.6,4,1367188.58,341797.145,1108.6075,307.66700450808355,4,Value-Oriented Buyers,0,0,0
C0505,Individual,F,USA,Arizona,Home,3,No,Agency,31.1,3,1043535.21,347845.07,1125.17,307.0346243577051,3,Value-Oriented Buyers,0,0,0
C0506,Individual,M,USA,California,Home,5,No,Agency,59.3,3,1122203.03,374067.6766666667,1267.4066666666668,298.86090954521507,3,Premium Home Buyers,1,0,0
C0507,Individual,M,USA,New York,Home,3,No,Website,75.5,3,1062656.61,354218.86999999994,1221.3833333333334,295.1795221609232,3,Value-Oriented Buyers,0,0,0
C0508,Individual,F,USA,Nevada,Home,5,No,Agency,56.2,3,833710.06,277903.35333333333,900.6166666666667,295.227784033305,3,Value-Oriented Buyers,0,0,0
C0509,Individual,M,Belgium,Wallonia,Home,3,No,Website,70.5,4,1687930.25,421982.5625,1333.2775,313.4975992174452,4,Premium Home Buyers,1,0,0
C0510,Individual,F,France,Brittany,Investment,1,Yes,Website,79.0,3,1094232.67,364744.2233333333,1243.8233333333333,293.37469787974555,3,Value-Oriented Buyers,0,1,1
C0511,Individual,F,UK,England,Home,2,No,Website,72.1,3,1090537.6,363512.5333333334,1179.5233333333333,314.26367369464674,3,Value-Oriented Buyers,0,0,0
C0512,Individual,F,USA,Arizona,Home,1,No,Client,81.1,3,1448158.14,482719.38000000006,1654.4733333333334,293.6759220515758,3,Premium Home Buyers,1,0,0
C0513,Individual,M,USA,Florida,Home,2,Yes,Agency,27.1,3,974596.63,324865.54333333333,1049.513333333333,305.4693348530066,3,Value-Oriented Buyers,0,1,0
C0514,Individual,F,USA,Oregon,Home,1,Yes,Website,49.0,4,1528027.54,382006.885,1316.0375,286.46656147751514,4,Premium Home Buyers,1,1,0
C0515,Individual,F,USA,California,Home,1,Yes,Website,62.7,4,1561824.93,390456.2325,1342.7925,291.06402877416,4,Premium Home Buyers,1,1,0
C0516,Individual,M,USA,Utah,Home,3,No,Website,80.3,4,1437837.49,359459.3725,1196.89,307.8719376284213,4,Premium Home Buyers,1,0,0
C0517,Individual,M,USA,California,Home,5,No,Client,67.4,4,1115807.0,278951.75,939.4875,293.8346641485807,4,Value-Oriented Buyers,0,0,0
C0518,Company,F,USA,New York,Home,3,No,Website,64.2,4,1633111.65,408277.9125,1196.9725,331.1825451605455,4,Premium Home Buyers,1,0,0
C0519,Individual,F,USA,Arizona,Investment,3,No,Agency,51.3,3,981719.26,327239.75333333336,1108.996666666667,296.6203837905688,3,Value-Oriented Buyers,0,0,1
C0520,Individual,F,USA,Oregon,Home,3,Yes,Agency,55.8,3,1033523.16,344507.72000000003,1108.996666666667,306.64664633721344,3,Value-Oriented Buyers,0,1,0
C0521,Individual,F,Canada,British Columbia,Home,3,No,Website,59.5,4,1074306.5,268576.625,872.6800000000001,308.80590188229496,4,Value-Oriented Buyers,0,0,0
C0522,Individual,F,USA,Virginia,Home,5,No,Agency,84.1,3,993023.13,331007.71,1240.6066666666666,270.6832271290653,3,Value-Oriented Buyers,0,0,0
C0523,Individual,F,USA,Colorado,Home,2,No,Agency,66.0,3,928962.95,309654.31666666665,1058.6633333333332,292.50010474679505,3,Value-Oriented Buyers,0,0,0
C0524,Individual,M,USA,Washington,Home,3,No,Website,73.2,3,801104.6900000001,267034.89666666667,897.3100000000001,293.96194183625585,3,Value-Oriented Buyers,0,0,0
C0525,Individual,M,USA,Arizona,Home,4,Yes,Agency,75.7,4,1629457.52,407364.38,1299.3275,321.32541542910053,4,Premium Home Buyers,1,1,0
C0526,Individual,M,Germany,Bavaria,Home,5,No,Website,58.5,3,1301139.77,433713.25666666665,1592.1233333333332,270.5338800550604,3,Premium Home Buyers,1,0,0
C0527,Individual,M,USA,California,Home,2,No,Website,47.1,3,1138099.7,379366.56666666665,1299.5366666666666,292.3744277107866,3,Premium Home Buyers,1,0,0
C0528,Individual,M,USA,Washington,Investment,2,No,Client,25.9,3,1118472.87,372824.29,1206.2733333333333,312.0408596032824,3,Premium Home Buyers,1,0,1
C0529,Individual,M,USA,Nevada,Home,4,Yes,Website,52.7,4,1268138.95,317034.7375,1098.1675,290.8803360961828,4,Value-Oriented Buyers,0,1,0
C0530,Individual,F,USA,Utah,Home,2,Yes,Agency,74.1,4,1559124.69,389781.1725,1246.7075,313.049937138993,4,Premium Home Buyers,1,1,0
C0531,Individual,F,USA,California,Home,1,No,Website,49.9,4,1911300.78,477825.195,1510.65,320.4530942019581,4,Premium Home Buyers,1,0,0
C0532,Individual,F,Belgium,Flanders,Home,2,No,Website,46.7,4,1075202.77,268800.6925,990.9875,279.497424019468,4,Value-Oriented Buyers,0,0,0
C0533,Individual,M,USA,Nevada,Investment,1,No,Agency,63.2,4,990028.19,247507.0475,787.46,314.62162940324595,4,Value-Oriented Buyers,0,0,1
C0534,Individual,M,USA,California,Investment,1,No,Agency,68.5,3,1133195.2,377731.7333333333,1371.6133333333337,275.1749213071327,3,Premium Home Buyers,1,0,1
C0535,Individual,F,UK,Wales,Home,3,No,Agency,38.6,3,1299053.94,433017.98,1386.32,313.1513370164768,3,Premium Home Buyers,1,0,0
C0536,Individual,F,USA,Arizona,Investment,5,Yes,Website,70.4,3,983106.84,327702.28,1104.51,304.33941478707567,3,Value-Oriented Buyers,0,1,1
C0537,Individual,M,USA,Florida,Home,2,No,Client,64.3,4,1490327.5,372581.875,1239.145,297.00241974438995,4,Premium Home Buyers,1,0,0
C0538,Individual,M,USA,California,Home,1,Yes,Agency,57.3,4,1206897.7000000002,301724.42500000005,1103.3225,290.2408775414216,4,Value-Oriented Buyers,0,1,0
C0539,Individual,M,USA,California,Investment,1,Yes,Agency,35.5,4,1645321.2,411330.3,1338.9,308.015068779066,4,Premium Home Buyers,1,1,1
C0540,Individual,F,USA,New York,Home,3,No,Agency,29.5,3,494173.31,164724.43666666668,577.2433333333333,285.0803001564541,3,Value-Oriented Buyers,0,0,0
C0541,Individual,M,UK,Northern Ireland,Home,3,No,Agency,26.4,4,1721673.54,430418.385,1296.5625,329.75781791142776,4,Premium Home Buyers,1,0,0
C0542,Company,M,Mexico,Mexico City,Home,3,No,Website,40.9,4,1195819.4,298954.85,1024.3375,298.5169097152346,4,Value-Oriented Buyers,0,0,0
C0543,Individual,F,USA,Texas,Home,2,Yes,Website,79.1,3,753145.67,251048.55666666667,862.8699999999999,288.0878179185861,3,Value-Oriented Buyers,0,1,0
C0544,Individual,M,USA,Utah,Home,2,No,Website,51.8,4,1636756.28,409189.07,1326.2525,310.1883739530156,4,Premium Home Buyers,1,0,0
C0545,Individual,M,USA,Colorado,Home,1,Yes,Agency,84.3,3,1260126.39,420042.13,1452.263333333333,287.6393396341448,3,Premium Home Buyers,1,1,0
C0546,Individual,M,Canada,Manitoba,Home,4,No,Client,58.6,3,795528.06,265176.02,932.37,283.44710389546293,3,Value-Oriented Buyers,0,0,0
C0547,Individual,F,USA,California,Investment,2,No,Agency,78.9,4,1178457.95,294614.4875,1028.3225,286.6352879840458,4,Value-Oriented Buyers,0,0,1
C0548,Individual,M,USA,California,Home,2,No,Agency,45.8,3,1047476.93,349158.9766666666,1186.4366666666667,294.6156094896653,3,Value-Oriented Buyers,0,0,0
C0549,Individual,M,USA,Florida,Home,4,No,Website,53.8,3,941219.76,313739.92,1082.75,297.0408657301116,3,Value-Oriented Buyers,0,0,0
C0550,Company,F,USA,Nevada,Home,1,No,Agency,58.9,4,1414568.09,353642.0225,1123.6174999999998,317.85659155456136,4,Premium Home Buyers,1,0,0
C0551,Individual,M,USA,California,Investment,4,No,Website,66.2,3,1007397.56,335799.1866666667,1110.6233333333332,294.83606034994125,3,Value-Oriented Buyers,0,0,1
C0552,Individual,M,USA,Virginia,Investment,3,No,Agency,60.8,3,1141476.56,380492.1866666667,1196.1733333333334,310.43987686480256,3,Premium Home Buyers,1,0,1
C0553,Individual,M,USA,Arizona,Home,3,No,Website,47.7,3,821534.9400000001,273844.98000000004,897.3100000000001,307.107163969516,3,Value-Oriented Buyers,0,0,0
C0554,Individual,M,Australia,Victoria,Home,1,Yes,Agency,77.6,4,1643592.85,410898.2125,1295.265,320.54266465748947,4,Premium Home Buyers,1,1,0
C0555,Individual,M,USA,California,Investment,4,Yes,Agency,55.3,3,1064533.27,354844.42333333334,1162.6166666666666,299.5251132309169,3,Value-Oriented Buyers,0,1,1
C0556,Individual,M,USA,Colorado,Home,5,No,Website,67.8,3,1335478.18,445159.3933333333,1526.9566666666667,292.3126707049851,3,Premium Home Buyers,1,0,0
C0557,Individual,F,USA,Utah,Investment,2,No,Website,84.9,3,733161.98,244387.32666666663,791.0400000000001,305.02132507076266,3,Value-Oriented Buyers,0,0,1
C0558,Individual,F,Denmark,North Denmark,Home,3,No,Website,51.8,3,1033995.96,344665.32,1092.54,312.3815995188432,3,Value-Oriented Buyers,0,0,0
C0559,Company,M,USA,California,Home,5,No,Client,57.0,4,1004028.87,251007.2175,786.87,319.1707874259946,4,Value-Oriented Buyers,0,0,0
C0560,Individual,F,Australia,South Australia,Home,3,No,Website,38.3,3,1433718.12,477906.04,1500.72,318.8916153774909,3,Premium Home Buyers,1,0,0
C0561,Company,F,USA,Arizona,Investment,3,No,Website,63.7,4,1589252.43,397313.1075,1298.145,305.046128755979,4,Premium Home Buyers,1,0,1
C0562,Individual,F,USA,Utah,Investment,5,Yes,Website,85.7,4,1423675.7200000002,355918.93000000005,1154.105,305.0337149239334,4,Premium Home Buyers,1,1,1
C0563,Individual,M,USA,California,Home,2,Yes,Agency,35.6,4,1012807.93,253201.9825,842.75,300.6421876454113,4,Value-Oriented Buyers,0,1,0
C0564,Individual,M,USA,Texas,Home,1,No,Agency,74.5,3,1135017.6,378339.2,1250.3066666666666,300.2118289907222,3,Premium Home Buyers,1,0,0
C0565,Individual,M,France,Brittany,Home,1,No,Website,40.9,3,1043494.32,347831.44,1167.2766666666666,302.33892785778363,3,Value-Oriented Buyers,0,0,0
C0566,Individual,F,USA,Oregon,Investment,4,Yes,Agency,25.9,4,1167701.9,291925.475,965.295,300.56301659016333,4,Value-Oriented Buyers,0,1,1
C0567,Individual,F,Russia,Saint Petersburg,Investment,2,Yes,Agency,73.1,4,1869286.1,467321.525,1546.3875,301.7793814787401,4,Premium Home Buyers,1,1,1
C0568,Individual,M,USA,California,Home,3,No,Website,73.3,3,944335.88,314778.62666666665,1015.94,312.8200089239528,3,Value-Oriented Buyers,0,0,0
C0569,Individual,F,USA,California,Home,5,Yes,Client,55.3,3,1384749.3,461583.1,1460.493333333333,316.8524348086141,3,Premium Home Buyers,1,1,0
C0570,Individual,F,France,Occitanie,Home,5,Yes,Website,61.4,4,1527210.47,381802.6175,1310.8225,292.0249309161084,4,Premium Home Buyers,1,1,0
C0571,Individual,M,USA,California,Home,3,No,Website,60.4,4,1549969.49,387492.3725,1458.93,274.8050126391672,4,Premium Home Buyers,1,0,0
C0572,Individual,F,USA,California,Investment,5,No,Website,32.7,4,1519677.44,379919.36,1228.8325,320.72684656087205,4,Premium Home Buyers,1,0,1
C0573,Company,M,USA,Georgia,Home,4,Yes,Agency,49.3,3,785842.76,261947.58666666667,849.7466666666668,299.36766765108706,3,Value-Oriented Buyers,0,1,0
C0574,Individual,M,USA,California,Home,2,No,Agency,57.9,4,1261906.32,315476.58,1052.2475,295.34382931043945,4,Value-Oriented Buyers,0,0,0
C0575,Individual,M,USA,California,Investment,2,No,Website,60.6,3,1018391.27,339463.75666666665,1107.81,297.8604596152001,3,Value-Oriented Buyers,0,0,1
C0576,Individual,M,Germany,Hamburg,Home,1,No,Client,67.5,3,1047406.79,349135.5966666667,1082.8966666666668,317.8840006267897,3,Value-Oriented Buyers,0,0,0
C0577,Individual,M,USA,Arizona,Home,3,No,Website,37.2,3,693899.0099999999,231299.66999999995,879.3433333333332,263.11305285965733,3,Value-Oriented Buyers,0,0,0
C0578,Individual,F,USA,Arizona,Home,5,Yes,Client,27.1,3,707276.53,235758.84333333332,899.7566666666667,262.77498376490684,3,Value-Oriented Buyers,0,1,0
C0579,Individual,M,USA,Texas,Investment,3,No,Website,85.3,3,1198428.64,399476.2133333334,1299.5366666666666,300.04968830840284,3,Premium Home Buyers,1,0,1
C0580,Individual,F,USA,California,Home,2,Yes,Client,78.6,4,2158954.7800000003,539738.6950000001,1726.0575,312.6844207862844,4,Premium Home Buyers,1,1,0
C0581,Individual,F,USA,California,Investment,5,Yes,Website,68.6,4,1029755.56,257438.89,801.065,318.8186499683478,4,Value-Oriented Buyers,0,1,1
C0582,Individual,F,USA,Washington,Investment,3,Yes,Website,85.9,3,708559.1499999999,236186.3833333333,791.0400000000001,293.6243581297054,3,Value-Oriented Buyers,0,1,1
C0583,Individual,M,USA,California,Home,2,No,Agency,39.8,4,1237228.18,309307.045,996.7025,310.8438240992058,4,Value-Oriented Buyers,0,0,0
C0584,Individual,F,USA,California,Home,5,No,Website,44.4,3,1135691.62,378563.87333333335,1350.9733333333334,282.8320435714983,3,Premium Home Buyers,1,0,0
C0585,Individual,M,USA,Colorado,Home,3,No,Agency,65.1,4,1003690.18,250922.545,886.4275,282.62534764037093,4,Value-Oriented Buyers,0,0,0
